Rank,Article Number,Article Title,1st Author Name,Volume Number,Issue Number,Content Type,Online Publish Year,Print Publish Year,Open Access,DOI,PDF Downloads,HTML Views,Total Usage,Paper Citations To Date,Patent Citations To Date,Total Citations To Date,Author Keywords,IEEE Thesaurus Terms,URL
1677,9044205,A Touch Orientation Classification-Based Force?Voltage Responsivity Stabilization Method for Piezoelectric Force Sensing in Interactive Displays,Shuo Gao,20,14,orig-research,2020,2020,N,10.1109/JSEN.2020.2982532,189,180,369,12,0,12,,Artificial neural networks;Capacitance;Electrodes;Force;Force sensors;Piezoelectric transducers,https://ieeexplore.ieee.org/document/9044205
1677,9141351,Measurement of the Radius of Metallic Plates Based on a Novel Finite Region Eigenfunction Expansion (FREE) Method,Ruochen Huang,20,24,orig-research,2020,2020,N,10.1109/JSEN.2020.3009443,229,140,369,16,0,16,,Current measurement;Eigenvalues and eigenfunctions;Impedance;Receivers;Sensors;Testing;Transmitters,https://ieeexplore.ieee.org/document/9141351
1677,9991119,Driver Vigilance State Estimation Based on Multisource Data,Zizheng Guo,23,3,orig-research,2022,2023,N,10.1109/JSEN.2022.3228534,222,147,369,2,0,2,,Brain modeling;Brakes;Electroencephalography;Safety;Sensors;Vehicles;Wheels,https://ieeexplore.ieee.org/document/9991119
1677,9344581,A High Frequency Vibration Compensation Approach For Terahertz SAR Based on Sinusoidal Frequency Modulation Fourier Transform,Shuyun Shi,21,9,orig-research,2021,2021,N,10.1109/JSEN.2021.3056519,228,141,369,7,0,7,,Fourier transforms;Frequency estimation;Frequency modulation;High frequency;Radar;Synthetic aperture radar;Vibrations,https://ieeexplore.ieee.org/document/9344581
1677,9530419,Adaptive Channel Hopping for IEEE 802.15.4 TSCH-Based Networks: A Dynamic Bernoulli Bandit Approach,Nastooh Taheri Javan,21,20,orig-research,2021,2021,N,10.1109/JSEN.2021.3110720,195,174,369,3,0,3,,Adaptation models;Blacklisting;Heuristic algorithms;IEEE 802.15 Standard;Interference;Sensors;Standards,https://ieeexplore.ieee.org/document/9530419
1677,8918451,Fabrication of 3D Multi-Edges Cube Porous SnO2/ZnO Composites as High-Performance NOx Gas Sensor,Ning Liu,20,6,orig-research,2019,2020,N,10.1109/JSEN.2019.2957168,199,170,369,7,0,7,,Ethanol;Gas detectors;II-VI semiconductor materials;Temperature sensors;Three-dimensional displays;Zinc oxide,https://ieeexplore.ieee.org/document/8918451
1677,10048782,Fast Error Calibration for Three-Axis SQUID Magnetometers Based on Full-Space Rotational and Frequency-Controllable Magnetic Field,Liangguang Yue,23,7,orig-research,2023,2023,N,10.1109/JSEN.2023.3244956,313,56,369,0,0,0,,Calibration;Magnetic field measurement;Magnetic fields;Magnetic sensors;SQUID magnetometers;SQUIDs;Sensors,https://ieeexplore.ieee.org/document/10048782
1677,10048753,An Intelligent Multiscale Spatiotemporal Fusion Network Model for TCM,Yu Quan,23,7,orig-research,2023,2023,N,10.1109/JSEN.2023.3244587,317,52,369,0,0,0,,Data models;Deep learning;Feature extraction;Hidden Markov models;Monitoring;Predictive models;Sensors,https://ieeexplore.ieee.org/document/10048753
1677,9940944,High-Sensitivity Microfluidic Sensor Based on Quarter-Mode Interdigitated Spoof Plasmons,Jian-Hong Fu,22,24,orig-research,2022,2022,N,10.1109/JSEN.2022.3218298,224,145,369,2,0,2,,Dispersion;Electric fields;Metals;Microfluidics;Optical surface waves;Resonant frequency;Sensors,https://ieeexplore.ieee.org/document/9940944
1678,8766829,Sensory Identification in Arrays of Coupled Resonant Sensors,Bhaskar Choubey,19,22,orig-research,2019,2019,N,10.1109/JSEN.2019.2930038,267,101,368,2,0,2,,Eigenvalues and eigenfunctions;Frequency measurement;Mathematical model;Resonant frequency;Resonators;Sensor arrays,https://ieeexplore.ieee.org/document/8766829
1678,9317823,Highly Sensitive and Selective HCHO Sensor Based on Co Doped ZnO Hollow Microspheres Activated by UV Light,Hongtao Wang,21,6,orig-research,2021,2021,N,10.1109/JSEN.2021.3050164,177,191,368,6,0,6,,Doping;Gas detectors;II-VI semiconductor materials;Sensors;Surface resistance;Zinc;Zinc oxide,https://ieeexplore.ieee.org/document/9317823
1678,9206570,A Micro-Polarizer Array Configuration Design Method for Division of Focal Plane Imaging Polarimeter,Jinglei Hao,21,3,orig-research,2020,2021,N,10.1109/JSEN.2020.3027030,210,158,368,11,0,11,,Crosstalk;Design methodology;Fabrication;Frequency-domain analysis;Image reconstruction;Imaging;Sensors,https://ieeexplore.ieee.org/document/9206570
1678,9328847,Measurement of Three-Dimensional Characteristics of Slug Flow,Ting Xue,21,7,orig-research,2021,2021,N,10.1109/JSEN.2021.3053059,228,140,368,5,0,5,,Cameras;Fluorescence;Image reconstruction;Imaging;Optical distortion;Surface emitting lasers;Velocity measurement,https://ieeexplore.ieee.org/document/9328847
1678,9748889,Surface-Plasmon-Resonance Based Narrow-Bandwidth Infrared Carbon Monoxide Detection System,Kuan-Chou Lin,22,10,orig-research,2022,2022,N,10.1109/JSEN.2022.3164446,218,150,368,2,0,2,,Absorption;Detectors;Dielectrics;Gold;Metals;Photodetectors;Temperature measurement,https://ieeexplore.ieee.org/document/9748889
1678,8964416,Error-Ellipse-Resampling-Based Particle Filtering Algorithm for Target Tracking,Xinxin Wang,20,10,orig-research,2020,2020,N,10.1109/JSEN.2020.2968371,216,152,368,11,0,11,,Atmospheric measurements;Gaussian distribution;Kalman filters;Mathematical model;Probability density function;Target tracking;Wireless sensor networks,https://ieeexplore.ieee.org/document/8964416
1678,9475046,Monte Carlo Analysis of Silicon Carbide Neutron Detector With Double Conversion Layer,Lilong Zhang,21,18,orig-research,2021,2021,N,10.1109/JSEN.2021.3094803,230,138,368,3,0,3,,Detectors;Gamma-rays;Geometry;Neutrons;Silicon;Silicon carbide;Thermal analysis,https://ieeexplore.ieee.org/document/9475046
1678,8633919,Hydrous Ethanol Detection Using a Graphene Oxide-Coated Fresnel Reflection Sensor,Umesh Sampath,19,11,orig-research,2019,2019,N,10.1109/JSEN.2019.2897371,242,126,368,2,0,2,,Coatings;Ethanol;Fresnel reflection;Optical fiber networks;Optical fiber sensors;Optical fibers,https://ieeexplore.ieee.org/document/8633919
1678,9874719,PLE: Power Line Extraction Algorithm for UAV-Based Power Inspection,Feng Shuang,22,20,orig-research,2022,2022,N,10.1109/JSEN.2022.3202033,199,169,368,3,0,3,,Autonomous aerial vehicles;Data mining;Feature extraction;Image edge detection;Image segmentation;Inspection;Transforms,https://ieeexplore.ieee.org/document/9874719
1678,8730378,Real-Time Detection of Gas and Chemical Vapor Flows by Silica Inverse-Opals,Pouria Chaghamirzaei,19,18,orig-research,2019,2019,N,10.1109/JSEN.2019.2920816,218,150,368,8,0,8,,Humidity;Optical refraction;Optical sensors;Refractive index;Sensitivity;Silicon compounds,https://ieeexplore.ieee.org/document/8730378
1678,8949481,Effective Growth of Pure Long-Straight Boron Nitride Nanowires Strain and Application as Flexible Humidity Sensor,Ling Li,20,8,orig-research,2020,2020,N,10.1109/JSEN.2019.2963684,206,162,368,1,0,1,,Boron;Humidity;Nanowires;Sensors;Strain;Substrates,https://ieeexplore.ieee.org/document/8949481
1678,9195495,Optical Wake-Up From Power-Off State for Autonomous Sensor Nodes,Uliana Dudko,21,3,orig-research,2020,2021,N,10.1109/JSEN.2020.3023817,234,134,368,5,0,5,,Optical amplifiers;Optical receivers;Optical sensors;Photodiodes;Photovoltaic cells;Signal detection,https://ieeexplore.ieee.org/document/9195495
1678,9461172,Personalized and Nonparametric Framework for Detecting Changes in Gait Cycles,Saeb Ragani Lamooki,21,17,orig-research,2021,2021,N,10.1109/JSEN.2021.3090985,245,123,368,7,0,7,,Containers;Fatigue;Feature extraction;Monitoring;Sensors;Surveillance;Task analysis,https://ieeexplore.ieee.org/document/9461172
1679,9490683,Doppler Velocity Enhanced Range Migration Algorithm for High Resolution and Noise-Robust Three-Dimensional Radar Imaging,Tomoki Ohmori,21,18,orig-research,2021,2021,N,10.1109/JSEN.2021.3098322,233,134,367,5,0,5,,Apertures;Doppler effect;Radar;Radar imaging;Radio transmitters;Receivers;Spatial resolution,https://ieeexplore.ieee.org/document/9490683
1679,9138376,Joint Estimation of Location and Orientation in Wireless Sensor Networks Using Directional Antennas,Mohammad A. Al-Jarrah,20,23,orig-research,2020,2020,N,10.1109/JSEN.2020.3008393,245,122,367,3,0,3,,Linear regression;Maximum likelihood estimation;Position measurement;Rician channels;Robot localization;Wireless sensor networks,https://ieeexplore.ieee.org/document/9138376
1679,9755174,Integration and Characterization of LiTaO? Single Crystal Film Pyroelectric Sensor Using Mid-Infrared Metamaterial Perfect Absorber,Kaisheng Zhang,22,11,orig-research,2022,2022,N,10.1109/JSEN.2022.3166527,218,149,367,4,0,4,,Absorption;Crystals;Gold;Infrared sensors;Sensor phenomena and characterization;Sensors;Wavelength measurement,https://ieeexplore.ieee.org/document/9755174
1679,9250439,Depth Versus Inertial Sensors in Real-Time Sports Analysis: A Case Study on Fencing,Filip Malawski,21,4,orig-research,2020,2021,N,10.1109/JSEN.2020.3036436,206,161,367,10,0,10,,Cameras;Magnetometers;Real-time systems;Sensors;Sports;Tracking;Training,https://ieeexplore.ieee.org/document/9250439
1679,8868167,Design and Implementation of an RF-Based Wireless Displacement Transmitter,Bikas Mondal,20,3,orig-research,2019,2020,N,10.1109/JSEN.2019.2947318,218,149,367,3,0,3,,Bridge circuits;Displacement measurement;Inductance;Optical transmitters;Sensors;Wireless communication;Wireless sensor networks,https://ieeexplore.ieee.org/document/8868167
1679,9928051,A Novel Real-Time LiDAR Data Streaming Framework,Bhaskar Anand,22,23,orig-research,2022,2022,N,10.1109/JSEN.2022.3215189,232,135,367,1,0,1,,Data communication;Data visualization;Laser radar;Receivers;Security;Sensors;Servers,https://ieeexplore.ieee.org/document/9928051
1679,9447749,Optimization of High Precision Magnetostrictive Linear Displacement Sensor,Kangchi Liu,21,17,orig-research,2021,2021,N,10.1109/JSEN.2021.3086991,218,149,367,4,0,4,,Displacement measurement;Integrated circuits;Magnetic hysteresis;Magnetic sensors;Magnetostriction;Sensors;Wires,https://ieeexplore.ieee.org/document/9447749
1679,9461217,On the Utility of Bioimpedance in the Context of Myoelectric Control,Janne M. Hahne,21,17,orig-research,2021,2021,N,10.1109/JSEN.2021.3090949,222,145,367,1,0,1,,Current measurement;Data acquisition;Electrodes;Electromyography;Muscles;Prosthetics;Wrist,https://ieeexplore.ieee.org/document/9461217
1679,9645560,Analysis of Influence Parameters of Stress Wave at the Turn-Off Moment in IGBT Device Based on Differential AE Sensor,Xuefeng Geng,22,3,orig-research,2021,2022,N,10.1109/JSEN.2021.3134274,216,151,367,4,0,4,,Insulated gate bipolar transistors;Interference;Power electronics;Sensors;Stress;Stress measurement;Testing,https://ieeexplore.ieee.org/document/9645560
1679,9802820,Fast Response and Low Detection Limit of Ammonia Sensor Based on WO3 Nanoparticles-Decorated BiFeO3 Nanoplates,Yating Zhang,22,15,orig-research,2022,2022,N,10.1109/JSEN.2022.3179725,197,170,367,0,0,0,,Ammonia;Iron;Metals;Nanocomposites;Nanoparticles;Sensors;Temperature sensors,https://ieeexplore.ieee.org/document/9802820
1679,9931561,A Packaged Multiplexed Fluorescent Biomolecular Sensor Array and Ultralow-Power Wireless Interface in CMOS for Ingestible Electronic Applications,Chengjie Zhu,22,24,orig-research,2022,2022,N,10.1109/JSEN.2022.3216455,238,129,367,1,0,1,,Biomedical optical imaging;Biosensors;Optical sensors;Sensitivity;Sensors;Wireless communication;Wireless sensor networks,https://ieeexplore.ieee.org/document/9931561
1679,9286554,Wireless Non-Destructive Moisture Content Characterization of Trees by Highly-Sensitive Compact Resonating Probes,Burak Ozbey,21,5,orig-research,2020,2021,N,10.1109/JSEN.2020.3043304,226,141,367,8,0,8,,Sensor phenomena and characterization;Sensor systems;Sensors;Strips;Vegetation;Wireless communication;Wireless sensor networks,https://ieeexplore.ieee.org/document/9286554
1679,9395616,An Online Gyro Scale Factor Error Calibration Method for Laser RINS,Hao Han,21,13,orig-research,2021,2021,N,10.1109/JSEN.2021.3071342,253,114,367,4,0,4,,Angular velocity;Azimuth;Calibration;Gyroscopes;Measurement by laser beam;Measurement uncertainty;Sensors,https://ieeexplore.ieee.org/document/9395616
1679,9701303,"CMOS Capacitive Dry DNA Storage Monitoring: Design, Implementation and Experimental Results",Hamed Osouli Tabrizi,22,6,orig-research,2022,2022,N,10.1109/JSEN.2022.3148576,224,143,367,0,0,0,,Capacitance;Capacitive sensors;Capacitors;DNA;Electrodes;Monitoring;Sensors,https://ieeexplore.ieee.org/document/9701303
1679,8713466,FBG Water-Level Transducer Based on PVC-Cantilever and Rubber-Diaphragm Structure,E. Vorathin,19,17,orig-research,2019,2019,N,10.1109/JSEN.2019.2916469,218,149,367,8,0,8,,Fiber gratings;Sensitivity;Sensors;Strain;Structural beams;Transducers,https://ieeexplore.ieee.org/document/8713466
1679,8933375,Augmented Wire-Embedded Silicon-Based Dry-Contact Sensors for Electroencephalography Signal Measurements,Chin-Teng Lin,20,7,orig-research,2019,2020,N,10.1109/JSEN.2019.2959619,197,170,367,9,0,9,,Copper;Electrodes;Electroencephalography;Forehead;Sensors;Wires,https://ieeexplore.ieee.org/document/8933375
1679,9141335,A Proximity Sensor for the Steering Wheel Based on Leaky Coaxial Cable,Zhenyu Wang,20,24,orig-research,2020,2020,N,10.1109/JSEN.2020.3009598,233,134,367,1,0,1,,Coaxial cables;Finite difference methods;Near field communication;Steering systems;Time-domain analysis;Wheels,https://ieeexplore.ieee.org/document/9141335
1680,9159629,Internet of Trees (IoTr) Implemented by Highly Dispersive Electromagnetic Sensors,Rashad Ramzan,21,1,orig-research,2020,2021,N,10.1109/JSEN.2020.3014387,256,110,366,5,0,5,,Dispersion;Intelligent sensors;Moisture;Monitoring;Resonant frequency;Sensor phenomena and characterization,https://ieeexplore.ieee.org/document/9159629
1680,9201501,Reflection Measurement of Fire Over Microwave Band: A Promising Active Method for Forest Fire Detection,Sarah Masoumi,21,3,orig-research,2020,2021,N,10.1109/JSEN.2020.3025593,215,151,366,5,0,5,,Biomass;Fires;Forestry;Ionization;Plasma temperature;Sensors,https://ieeexplore.ieee.org/document/9201501
1680,9723015,Partial Expert-Based Adversarial Relay Learning Strategy for Underwater Acoustic Sensor Networks,Haihong Zhao,22,8,orig-research,2022,2022,N,10.1109/JSEN.2022.3154974,237,129,366,3,0,3,,Learning systems;Ocean temperature;Relays;Sensors;Stochastic processes;Underwater acoustics;Wireless sensor networks,https://ieeexplore.ieee.org/document/9723015
1680,9405658,A Fully Customizable RFID Research Platform With Exchangeable Modules,Florian Muralter,21,13,orig-research,2021,2021,N,10.1109/JSEN.2021.3073421,266,100,366,2,0,2,,Computer architecture;Passive RFID tags;Protocols;RFID tags;Sensors;Standards;UHF antennas,https://ieeexplore.ieee.org/document/9405658
1680,9627162,An Advanced Magnetoacoustic Compound Inspection Method of High-Order Mode EMAT,Xin Zhao,22,1,orig-research,2021,2022,N,10.1109/JSEN.2021.3130121,238,128,366,5,0,5,,Acoustics;Aluminum;Compounds;Eddy currents;Magnetic flux;Magnetoacoustic effects;Testing,https://ieeexplore.ieee.org/document/9627162
1680,9884978,E-Textile-Based Wavy Surface WPT Flexible Antenna With Frequency Self-Reconfiguration Function for Batteryless Sensor Platform,Jinhyoung Kim,23,5,orig-research,2022,2023,N,10.1109/JSEN.2022.3203847,275,91,366,2,0,2,,Antenna accessories;Antennas;Dielectric constant;Permittivity;Resonant frequency;Sensors;Substrates,https://ieeexplore.ieee.org/document/9884978
1680,9718224,A Novel Mode-Localized Accelerometer Employing a Tunable Annular Coupler,Luhan Zu,22,7,orig-research,2022,2022,N,10.1109/JSEN.2022.3153165,212,154,366,4,0,4,,Accelerometers;Couplers;Couplings;Perturbation methods;Resonant frequency;Sensitivity;Sensors,https://ieeexplore.ieee.org/document/9718224
1680,9920685,Grating-Based Surface Plasmon Resonance Sensor for Visible Light Employing a Metal/Semiconductor Junction for Electrical Readout,Ryota Kuroki,22,23,orig-research,2022,2022,N,10.1109/JSEN.2022.3213760,212,154,366,0,0,0,,Absorption;Diffraction;Diffraction gratings;Gold;Gratings;Refractive index;Sensors,https://ieeexplore.ieee.org/document/9920685
1680,8338094,Performance of Pd Doped SnO2 as Sensing Material for Tea Aromatic Chemicals,Priyanka Kakoty,18,11,orig-research,2018,2018,N,10.1109/JSEN.2018.2827119,216,150,366,10,0,10,,Chemical sensors;Doping;Sensitivity;Temperature measurement;Temperature sensors;Voltage measurement,https://ieeexplore.ieee.org/document/8338094
1680,8616815,A Wireless Passive pH Sensor With Clutter Rejection Scheme,Saikat Mondal,19,9,orig-research,2019,2019,N,10.1109/JSEN.2019.2893869,279,87,366,15,0,15,,Antenna measurements;Electrodes;Frequency measurement;Phase measurement;Phase shifters;Sensors;Wireless sensor networks,https://ieeexplore.ieee.org/document/8616815
1680,9823405,Incipient Slip Sensing for Improved Grasping in Robot Assisted Surgery,Ian Waters,22,16,orig-research,2022,2022,N,10.1109/JSEN.2022.3187860,216,150,366,2,0,2,,Faces;Force;Grasping;Monitoring;Robot sensing systems;Sensors;Surgery,https://ieeexplore.ieee.org/document/9823405
1680,8574970,CMOS Light Field Image Sensor Building Block for Detection of Multicolor LED Blink Sequence From Heterogeneous Locations,Wei Chao,19,7,orig-research,2018,2019,N,10.1109/JSEN.2018.2886599,227,139,366,0,0,0,,Diffraction gratings;Gratings;Image sensors;Logic gates;Metals;Photodiodes,https://ieeexplore.ieee.org/document/8574970
